,tweet,id,time,user,location,favourites,retweet-count,hashtags
36,RT @NWSBlacksburg: We again advise people to PLEASE heed road closure signs - they are for YOUR safety. Do not attempt to drive through or…,1099780740751990784,2019-02-24 21:18:56,19071682,"State College, PA",0,23,[]
37,Pounding seas will continue to spread along the eastern coast of Australia through Monday: https://t.co/6PAKBQIMXc https://t.co/CKlMQRH6ii,1099766473097183232,2019-02-24 20:22:14,19071682,"State College, PA",18,9,[]
38,The areas hit by severe weather and record rain from the lower Mississippi to lower Ohio River valleys will welcome… https://t.co/S8i6TsjLAL,1099747959066030080,2019-02-24 19:08:40,19071682,"State College, PA",24,16,[]
39,"The temperature in Erie, Pennsylvania dropped from 61 to 39 from 11 a.m. EST to noon: https://t.co/j6LmW7QxqI https://t.co/AYna6PXOEi",1099725028575379457,2019-02-24 17:37:33,19071682,"State College, PA",49,29,[]
40,"A major winter storm tore through the Plains from Saturday into Sunday morning, dropping several inches of snow and… https://t.co/1iRpx7zpO6",1099714558514601984,2019-02-24 16:55:57,19071682,"State College, PA",14,5,[]
41,RT @jpetramala: You can barely make out the air traffic control tower in the distance. #blizzard #rochester #Minnesota #minnesotaweather @a…,1099702700827205632,2019-02-24 16:08:50,19071682,"State College, PA",0,9,"[blizzard, rochester, Minnesota, minnesotaweather]"
42,RT @jpetramala: This is the entrance to Rochester International airport. #blizzard conditions even as the sun as out. Gusts reported at ove…,1099692354846511110,2019-02-24 15:27:43,19071682,"State College, PA",0,143,[blizzard]
43,"More than 115,000 customers are without power across the Midwest, according to @PowerOutage_us. Over 73,000 custome… https://t.co/0NYHGyDfra",1099691313824452609,2019-02-24 15:23:35,19071682,"State College, PA",37,33,[]
44,"@JenGangloff Thank you! And this is in the Rochester, Minnesota, area?",1099686879216222209,2019-02-24 15:05:57,19071682,"State College, PA",0,0,[]
45,RT @NebraskaDOT: Winds continue to create an impact on Nebraska’s highways this morning by causing snow to drift.  This results in slick an…,1099679173298278400,2019-02-24 14:35:20,19071682,"State College, PA",0,16,[]
46,"A severe weather outbreak turned deadly Saturday afternoon after a tornado tore through Columbus, Mississippi. Stor… https://t.co/mdXoJnxcld",1099677856991510528,2019-02-24 14:30:06,19071682,"State College, PA",18,8,[]
47,"A line of showers and thunderstorms with strong winds is approaching Buffalo, preceding a prolonged high wind event… https://t.co/Juh2AgwYwY",1099663574761390080,2019-02-24 13:33:21,19071682,"State College, PA",14,6,[]
48,"Temperatures in Cleveland, Ohio have risen 10F since 10pm local time as mild air surged up the Eastern Seaboard ove… https://t.co/mIC2uDW7SS",1099642616797450241,2019-02-24 12:10:04,19071682,"State College, PA",18,10,[]
49,"As rain moves through the Northeast this morning, torrential downpours and rapid snowmelt can lead to flooding. Mot… https://t.co/RK0XHfuAuU",1099624541423353857,2019-02-24 10:58:15,19071682,"State College, PA",11,3,[]
50,"@JenGangloff Good morning Jen, we hope you're staying safe! Did you take this photo? If so, may we use it in our st… https://t.co/uHNiB80arD",1099606089295892481,2019-02-24 09:44:56,19071682,"State College, PA",0,0,[]
51,"@GUberOAT Good morning, we hope you're driving safe! Did you take these photos? If so, may we use them in our storm… https://t.co/Xz7xmasihj",1099604549713756160,2019-02-24 09:38:48,19071682,"State College, PA",0,0,[]
52,"@JonBothe Good morning Jon, we hope you're staying safe! Did you take these photos? If so, can we use them in our w… https://t.co/ddIrvv4rTE",1099600240582242305,2019-02-24 09:21:41,19071682,"State College, PA",0,0,[]
53,"Wind gusts exceeding 65 mph across Missouri have topped trees and powerlines, leading to nearly 30,000 power outage… https://t.co/FoKKS8gFFW",1099599840479195136,2019-02-24 09:20:06,19071682,"State College, PA",10,9,[]
54,Heavy rain in eastern Kentucky continues to exacerbate flood conditions and resulting dangers. Stay off the roads a… https://t.co/3jY0ZH36mc,1099582210850676736,2019-02-24 08:10:02,19071682,"State College, PA",15,8,[]
55,"RT @NWStornado: Tornado Warning including Alexander City AL, Jacksons' Gap AL, New Site AL until 2:30 AM CST https://t.co/bpX6GzCfEg",1099582133394395136,2019-02-24 08:09:44,19071682,"State College, PA",0,15,[]
56,Wutip is churning just west of Guam after battering the island with 50+ mph winds and over 4 inches of rain:… https://t.co/YGhoLtMo1e,1099564613979512838,2019-02-24 07:00:07,19071682,"State College, PA",21,14,[]
57,"One death has been confirmed from Saturday's tornado in Columbus, Mississippi while dangerous flooding continues ac… https://t.co/7hjsOjRyXS",1099541944571711488,2019-02-24 05:30:02,19071682,"State College, PA",34,23,[]
58,"While average February snowfall in Portland, Oregon is 1.2 inches, over 6 have already fallen this month. This unus… https://t.co/zCsgKqzYsg",1099525745641172992,2019-02-24 04:25:40,19071682,"State College, PA",24,13,[]
59,"RT @NWSNashville: Flash Flood Warning continues for Murfreesboro TN, Columbia TN, Spring Hill TN until 10:30 PM CST https://t.co/e2K0rKl1TC",1099516930434715648,2019-02-24 03:50:38,19071682,"State College, PA",0,12,[]
60,Severe storms are still a concern in some areas across Mississippi and Alabama. There is a Tornado Warning for Walk… https://t.co/6H1lL0GSR5,1099488220134416384,2019-02-24 01:56:33,19071682,"State College, PA",12,12,[]
61,"A tornado occurred near the downtown area of Columbus, Mississippi.  There are many reports of damage. According to… https://t.co/I21jSjVKIa",1099472506224865280,2019-02-24 00:54:07,19071682,"State College, PA",60,55,[]
62,@DopplerDaxWx Wow! Glad you are safe. Did you take this? May AccuWeather use your tornado videos in their syndicate… https://t.co/I2jT3KqRDh,1099468616909623297,2019-02-24 00:38:40,19071682,"State College, PA",5,1,[]
63,RT @NWSBirmingham: Radar CONFIRMED tornado about to cross into western Fayette Co. Will cross Hwy 18 shortly. TAKE COVER NOW!! #alwx https:…,1099460852732825601,2019-02-24 00:07:48,19071682,"State College, PA",0,57,[alwx]
64,"RT @NWSBirmingham: ⚠TORNADO WARNING  for Lamar County until 615 PM. Tornado CONFIRMED in downtown Columbus, MS, moving NE toward northern s…",1099452584895614976,2019-02-23 23:34:57,19071682,"State College, PA",0,58,[]
65,"Lives and property are at risk as violent storms erupt from Jackson, Mississippi, to Memphis and Nashville, Tenness… https://t.co/ZJWJxk794x",1099452212256882688,2019-02-23 23:33:28,19071682,"State College, PA",13,12,[]
66,RT @ReedTimmerAccu: Most dangerous supercell is now in far northeast MS just north of Booneville MS with likely tornado as of 423 pm moving…,1099435282309496832,2019-02-23 22:26:12,19071682,"State College, PA",0,66,[]
67,The same storm set that brought feet of snow to Arizona will continue to blast the north-central United States with… https://t.co/Mu4Ics0Kcb,1099435202865172481,2019-02-23 22:25:53,19071682,"State College, PA",17,10,[]
68,RT @NWSBirmingham: ⚠TORNADO WARNING  for Winston County until 345 PM. Storm is near Curry moving NE. TAKE SHELTER NOW!! #alwx https://t.co/…,1099419512468848642,2019-02-23 21:23:32,19071682,"State College, PA",0,31,[alwx]
69,Tornado warnings have been issued for parts of Mississippi. Latest radar: https://t.co/x7GQ65zYQR https://t.co/d9ZegnhToF,1099410940318105606,2019-02-23 20:49:28,19071682,"State College, PA",16,18,[]
70,The danger for severe weather continues to increase and the first tornado watch of the day has been issued. Know th… https://t.co/NtbEBuIAPb,1099383443098619905,2019-02-23 19:00:13,19071682,"State College, PA",18,16,[]
71,"@ExpelPelosiNow This was taken today in Strawberry Plains, Tennessee.",1099375923693060097,2019-02-23 18:30:20,19071682,"State College, PA",1,0,[]
72,"While a severe weather outbreak, including the threat of tornadoes, is taking shape across the southern US, floodin… https://t.co/K8UFbb10he",1099374753717125120,2019-02-23 18:25:41,19071682,"State College, PA",28,16,[]
73,"RT @NWSNashville: As of 10 AM CST, #Nashville has received 12.55"" of rain for the month of February. This makes February 2019 the *wettest…",1099347690306048002,2019-02-23 16:38:08,19071682,"State College, PA",0,98,[Nashville]
74,"The worst impacts from Wutip, which has become the first super typhoon of the 2019 season in the western Pacific Oc… https://t.co/9CsQkRMriP",1099336855391297537,2019-02-23 15:55:05,19071682,"State College, PA",19,8,[]
75,Tornadoes will threaten lives and property on Saturday during 2019’s first widespread severe weather outbreak.… https://t.co/F7XDWvmF6d,1099323170610388992,2019-02-23 15:00:42,19071682,"State College, PA",19,25,[]
76,"A blizzard will blast the central US today, potentially shutting down travel along stretches of I-70 in Kansas and… https://t.co/l9R7AIdFD7",1099312944133914626,2019-02-23 14:20:04,19071682,"State College, PA",17,21,[]
77,"Rain and thunderstorms will bring a high risk of flooding across the Tennessee Valley this weekend, the latest in s… https://t.co/k2WNJ4FpZU",1099297664015966208,2019-02-23 13:19:21,19071682,"State College, PA",13,13,[]
78,Heavy rain is causing flooding problems across Tennessee this morning. Motorists across the region will need to wat… https://t.co/deLxhVpKtT,1099280222288003074,2019-02-23 12:10:03,19071682,"State College, PA",9,10,[]
79,"Strong winds will threaten to disrupt travel, trigger power outages and cause tree damage across the Midwest and No… https://t.co/J7gjuSKXZQ",1099261454522437633,2019-02-23 10:55:28,19071682,"State College, PA",10,13,[]
80,"Gainesville, FL, recorded its 3rd consecutive day with a record high temperature on Friday. Temperatures are foreca… https://t.co/A6dCN72UyO",1099239975986626561,2019-02-23 09:30:07,19071682,"State College, PA",23,17,[]
81,"Flooding downpours are again impacting portions of Mississippi, Tennessee and northern Alabama early this morning.… https://t.co/HhTmfTAV96",1099222347276529665,2019-02-23 08:20:04,19071682,"State College, PA",11,5,[]
82,"Storms will keep rolling into the Northwest with rain and snow into next week: https://t.co/9qumx9enL0

https://t.co/fOIdUbUeCq",1099204728808968194,2019-02-23 07:10:04,19071682,"State College, PA",5,8,[]
83,"While the worst of Typhoon #Wutip will remain offshore, #Guam will still face the risk for flooding, power outages… https://t.co/oOWCkyS1Bs",1099187772433289216,2019-02-23 06:02:41,19071682,"State College, PA",21,29,"[Wutip, Guam]"
84,"Freezing rain continues to fall from Omaha, NE, to Des Moines and Waterloo, IA. Use caution on the roadways:… https://t.co/PoYg0ClEL0",1099169493035696130,2019-02-23 04:50:03,19071682,"State College, PA",15,6,[]
85,"A powerful storm will whip up winds over the Midwest and Northeast this weekend. Gusts could top 60mph, threatening… https://t.co/XJE32CCLOf",1099151877030187009,2019-02-23 03:40:03,19071682,"State College, PA",48,47,[]
86,Will it rain on Saturday during the #NHL #StadiumSeries game in Philadelphia? AccuWeather's @DHenryTV has details l… https://t.co/asR0j9VEVJ,1099134451244769280,2019-02-23 02:30:48,19071682,"State College, PA",11,3,"[NHL, StadiumSeries]"
87,".@ReedTimmerAccu will be in the southeastern US on Saturday tracking the severe weather outbreak, which includes th… https://t.co/sA4gZdpdUE",1099116645845483521,2019-02-23 01:20:03,19071682,"State College, PA",40,26,[]
88,"RT @DHenryTV: With showers in the forecast for Saturday in Philadelphia, inclement weather may have an impact on the @NHL #StadiumSeries ma…",1099103489622503425,2019-02-23 00:27:46,19071682,"State College, PA",0,6,[StadiumSeries]
89,RT @Brittany_Boyer: Some cities in the Central U.S. have already had its snowiest February on record. More snow is on the way this weekend.…,1099103451877912576,2019-02-23 00:27:37,19071682,"State College, PA",0,12,[]
90,"Flagstaff, AZ has been buried with over 40 inches of snow from the current winter storm. For comparison, Flagstaff… https://t.co/t7yiJytVoS",1099092909415112705,2019-02-22 23:45:44,19071682,"State College, PA",74,39,[]
91,"After a dry weekend, a new storm is expected to return downpours and thunderstorms to northern India to close out F… https://t.co/QQ40W2hQUc",1099066465431572481,2019-02-22 22:00:39,19071682,"State College, PA",24,13,[]
92,RT @AdamDWeather: Some impressive rainfall reports coming out of Mississippi! Today's rain has made this month the wettest February on reco…,1099050550434455553,2019-02-22 20:57:25,19071682,"State College, PA",0,11,[]
93,Pounding seas will continue to spread along the eastern coast of Australia during the final days of February before… https://t.co/5h9y5YntkQ,1099048705158713344,2019-02-22 20:50:05,19071682,"State College, PA",19,9,[]
94,Cloud-free conditions will allow a #firefall to ignite in Yosemite National Park this evening as the light from the… https://t.co/ZlellXCBkw,1099031090856161282,2019-02-22 19:40:05,19071682,"State College, PA",79,36,[firefall]
95,A powerful storm will first send a surge of warm air with rain and the risk of flooding to the northeastern United… https://t.co/nFF2rVrVjB,1099013513060802560,2019-02-22 18:30:14,19071682,"State College, PA",26,25,[]
96,RT @ReedTimmerAccu: NEW here is Potacocowa Creek west of Grenada MS under Highway 7 @breakingweather @accuweather #mswx https://t.co/n9GXIm…,1099006865608974337,2019-02-22 18:03:49,19071682,"State College, PA",0,25,[mswx]
97,RT @ReedTimmerAccu: NEW: flash flood waters still rising slowly just inches from covering the on-ramp onto I55 north from Saw Mill Rd in Gr…,1099003655255150594,2019-02-22 17:51:04,19071682,"State College, PA",0,56,[]
98,"While the worst of Typhoon Wutip will remain offshore, Guam will still face the risk for flooding, power outages an… https://t.co/O7UNsYZbXy",1098995855103848448,2019-02-22 17:20:04,19071682,"State College, PA",10,8,[]
99,"A powerful storm, more typical of March, will cause winds to howl and may knock down trees, cut power and lead to t… https://t.co/H8v1RtDAkL",1098976984015818752,2019-02-22 16:05:05,19071682,"State College, PA",22,25,[]
100,The same storm set that brought feet of snow to Arizona will swing onto the Plains and evolve into a blizzard over… https://t.co/52DaHxhtrR,1098958111845560321,2019-02-22 14:50:06,19071682,"State College, PA",28,22,[]
101,"Storms will stream into the northwestern US into the last days of February, bringing more opportunities for rain, s… https://t.co/RViw4BmqSB",1098930689477623808,2019-02-22 13:01:08,19071682,"State College, PA",15,9,[]
102,Several flash flood warnings are in effect across northern Mississippi as heavy rain douses the region. More rounds… https://t.co/GIP9yW9GUU,1098900369613164549,2019-02-22 11:00:39,19071682,"State College, PA",7,15,[]
103,"UPDATE: The magnitude of the earthquake has been revised to a 7.5.

https://t.co/xdWOfNkEMR",1098894743755546624,2019-02-22 10:38:18,19071682,"State College, PA",46,51,[]
104,"BREAKING: A magnitude 7.7 #earthquake has occurred near the Peru-Ecuador border in South America, according to the… https://t.co/22M26vghyD",1098892577951178754,2019-02-22 10:29:41,19071682,"State College, PA",45,63,[earthquake]
105,Mild weather across southeastern Europe will not last beyond late this week as a major blast of cold air is set to… https://t.co/N3ZwtcDwUo,1098882607884963841,2019-02-22 09:50:04,19071682,"State College, PA",40,18,[]
106,"Tupelo, MS, received 2.72"" of rain on Thursday, which broke the daily record of 2.67"" set in 1971. More wet weather… https://t.co/poJODTxk9L",1098865001048219648,2019-02-22 08:40:06,19071682,"State College, PA",13,10,[]
107,"RT @NWSFlagstaff: New single-day snowfall record has been set in Flagstaff, AZ.  Officially, 35.9"" of snow was measured at the Flagstaff Ai…",1098855440430104576,2019-02-22 08:02:07,19071682,"State College, PA",0,636,[]
108,The first February typhoon to form in the western Pacific Ocean since 2015 is on track to slam #Guam this weekend:… https://t.co/KLRuqXrxO6,1098847385105637377,2019-02-22 07:30:06,19071682,"State College, PA",15,18,[Guam]
109,"Phoenix has recorded 0.82"" of rain since Thursday morning, which is the most rain the city has picked up since Oct.… https://t.co/8kfpzzH7Fv",1098829750938861568,2019-02-22 06:20:02,19071682,"State College, PA",5,4,[]
110,Las Vegas set a new record low daytime temperature on Thursday with a high of 44 F. This broke the previous record… https://t.co/CWVkXACh6o,1098812139731591170,2019-02-22 05:10:03,19071682,"State College, PA",29,19,[]
111,"Track the snow that continues to pummel Arizona on radar: https://t.co/LL8fbHz29I

https://t.co/GxIfwv3Gon",1098794537567305731,2019-02-22 04:00:07,19071682,"State College, PA",7,3,[]
112,Some schools in Las Vegas are cancelling classes for Friday due to the snow and the potentially freezing conditions… https://t.co/esubUhaUzW,1098772356418490368,2019-02-22 02:31:58,19071682,"State College, PA",24,17,[]
113,"A weekend windstorm will howl across the Midwest and Northeast, packing gusts up to 60mph. Winds this strong may ca… https://t.co/QBykAFimBu",1098764682171727873,2019-02-22 02:01:28,19071682,"State College, PA",69,42,[]
114,"Flagstaff, Arizona, just broke their all-time record for the snowiest day in the city, with snow still falling:… https://t.co/i3tpaSzbx1",1098743622890070019,2019-02-22 00:37:48,19071682,"State College, PA",122,49,[]
115,"RT @StormOfCorn: While some parts of the Northeast picked up as much as 10"" of snow in far south-central Pennsylvania, the sleet really acc…",1098734606130524160,2019-02-22 00:01:58,19071682,"State College, PA",0,7,[]
116,"There is the potential for a severe weather outbreak on Saturday, including the risk of tornadoes, from Louisiana i… https://t.co/THnxDWlohP",1098734519690190848,2019-02-22 00:01:37,19071682,"State College, PA",16,16,[]
117,"Snow has been reported around Los Angeles in areas such as Pasadena, West Hollywood and Northridge #LAsnow… https://t.co/oRLVJzyRvb",1098705762891825153,2019-02-21 22:07:21,19071682,"State College, PA",186,94,[LAsnow]
118,I-5 is closed in both directions north of Los Angles at the Grapevine due to snow: https://t.co/GwxIf5XwRw https://t.co/p0xzdGAh86,1098684531094237187,2019-02-21 20:42:59,19071682,"State College, PA",6,7,[]
119,The same storm set to bring feet of snow to parts of Arizona and significant snow to the rest of the Southwest late… https://t.co/Cz5mh3aPuN,1098674992752050177,2019-02-21 20:05:05,19071682,"State College, PA",21,11,[]
120,"Mild weather the next several days across southeastern Europe will not last, as a major blast of cold air is set to… https://t.co/pwtH64l1x7",1098657377925124105,2019-02-21 18:55:05,19071682,"State College, PA",10,13,[]
121,"A powerful storm, more typical of March, will cause winds to howl and may knock down trees, cut power and lead to t… https://t.co/tWcZ0MZ8pM",1098639762875957250,2019-02-21 17:45:05,19071682,"State College, PA",6,11,[]
122,"Even though any landfall in eastern Australia may not occur until next week, Tropical Cyclone Oma is already batter… https://t.co/dt0lSLpLTz",1098620946448027649,2019-02-21 16:30:19,19071682,"State College, PA",10,7,[]
123,"A storm will unload feet of snow, create blizzard conditions and shut down travel over the mountains of Arizona, Ne… https://t.co/gG1QEGezfe",1098602015238877184,2019-02-21 15:15:06,19071682,"State College, PA",23,16,[]
124,Severe storms will bring the threat of damaging winds and even a few tornadoes across the Southeast this weekend:… https://t.co/j2y8JxNj8L,1098583285800845312,2019-02-21 14:00:40,19071682,"State College, PA",21,22,[]
125,RT @MarkNagiTDOT: We are getting a first look at the early morning slide that has closed Highway 70N in Hawkins County. According to emerge…,1098579200712339456,2019-02-21 13:44:26,19071682,"State College, PA",0,120,[]
126,"RT @NWSVegas: Las Vegas official snowfall for Feb 20th is 0.5 inches. This breaks a daily snowfall record for this date

It is also the sec…",1098572910632013831,2019-02-21 13:19:27,19071682,"State College, PA",0,448,[]
127,"There is the risk of tropical activity in the western Pacific, the Bay of Bengal and the Arabian Sea this spring, m… https://t.co/1UYcYNR6qD",1098561033042567174,2019-02-21 12:32:15,19071682,"State College, PA",23,15,[]
128,"RT @PA_Turnpike: All commercial vehicle restrictions, along with speed reductions, have been LIFTED systemwide on the #PATurnpike 

Please…",1098549186843340805,2019-02-21 11:45:10,19071682,"State College, PA",0,13,[PATurnpike]
129,"Dense fog has once again descended upon much of the southeastern US, creating dangerously low visibility conditions… https://t.co/XZO2hzfWWz",1098539104617332737,2019-02-21 11:05:07,19071682,"State College, PA",10,5,[]
130,"Unlike most of the nation, warmth has been baking Florida for the past several days. In Gainesville, 3 of the past… https://t.co/7c7ow4AgPQ",1098522876037251072,2019-02-21 10:00:37,19071682,"State College, PA",33,18,[]
131,"With 7.8 inches of fresh snow on Wednesday, this month is officially Minneapolis-St. Paul International Airport's s… https://t.co/U1IHukJItE",1098503871259967488,2019-02-21 08:45:06,19071682,"State College, PA",5,11,[]
132,A snowstorm that has already impacted Las Vegas and the San Diego area will continue to gather strength over the so… https://t.co/klGmkBEKqZ,1098484989409280000,2019-02-21 07:30:04,19071682,"State College, PA",6,4,[]
133,"Severe Tropical Cyclone Wutip has been strengthening rapidly as it nears Guam, and could impact the island as a typ… https://t.co/ISJo7P1Hzs",1098466110293377024,2019-02-21 06:15:03,19071682,"State College, PA",7,12,[]
134,"During 4 of the last six days, over half an inch of rain has fallen in Nashville, Tennessee. This period of very we… https://t.co/1rjOxHE5Vj",1098448494564728832,2019-02-21 05:05:03,19071682,"State College, PA",10,10,[]
135,"After receiving as much as 10 inches of snow in the past couple of days, many across the center of the country can… https://t.co/qYZfb7fbmS",1098429340096884737,2019-02-21 03:48:57,19071682,"State College, PA",23,13,[]
136,RT @StormOfCorn: An update on the ongoing winter storm across the Middle Atlantic States and Northeast.  (90 second video).  The slow trans…,1098409915910098945,2019-02-21 02:31:46,19071682,"State College, PA",0,4,[]
137,"As the storm continues to encounter cold air stationed across the Northeast, snow and ice will remain a concern in… https://t.co/1huZ6yFn6J",1098406968744726531,2019-02-21 02:20:03,19071682,"State College, PA",11,6,[]
138,"RT @NWSPortland: 510 PM | An intense shower moving into Corvallis, Philomath &amp; Tangent areas will likely cover roads in graupel and make th…",1098396191119888385,2019-02-21 01:37:13,19071682,"State College, PA",0,14,[]
